	movie_id	movie_title	movie_genres_str
49	50	Star Wars (1977)	['unknown', 'Action', 'Romance', 'Sci-Fi', 'Western']
50	51	Legends of the Fall (1994)	['Documentary', 'Romance', 'Western', 'unknown']
51	52	Madness of King George, The (1994)	['Documentary']
52	53	Natural Born Killers (1994)	['unknown', 'Thriller']
53	54	Outbreak (1995)	['unknown', 'Documentary', 'Thriller']
54	55	Professional, The (1994)	['Comedy', 'Documentary', 'Romance', 'Thriller']
55	56	Pulp Fiction (1994)	['Comedy', 'Documentary']
56	57	Priest (1994)	['Documentary']
57	58	Quiz Show (1994)	['Documentary']
58	59	Three Colors: Red (1994)	['Documentary']
59	60	Three Colors: Blue (1993)	['Documentary']
60	61	Three Colors: White (1994)	['Documentary']
61	62	Stargate (1994)	['unknown', 'Action', 'Sci-Fi']
62	63	Santa Clause, The (1994)	"['Animation', ""Children's""]"
63	64	Shawshank Redemption, The (1994)	['Documentary']
64	65	What's Eating Gilbert Grape (1993)	"[""Children's"", 'Documentary']"
65	66	While You Were Sleeping (1995)	"[""Children's"", 'Romance']"
66	67	Ace Ventura: Pet Detective (1994)	"[""Children's""]"
67	68	Crow, The (1994)	['unknown', 'Romance', 'Thriller']
68	69	Forrest Gump (1994)	"[""Children's"", 'Romance', 'Western']"
69	70	Four Weddings and a Funeral (1994)	"[""Children's"", 'Romance']"
70	71	Lion King, The (1994)	['Adventure', 'Animation', 'Musical']
71	72	Mask, The (1994)	"[""Children's"", 'Comedy', 'Drama']"
72	73	Maverick (1994)	"['unknown', ""Children's"", 'unknown']"
73	74	Faster Pussycat! Kill! Kill! (1965)	"['unknown', ""Children's"", 'Documentary']"
74	75	Brother Minister: The Assassination of Malcolm X (1994)	['Crime']
75	76	Carlito's Way (1993)	['Comedy', 'Documentary']
76	77	Firm, The (1993)	['Documentary', 'Thriller']
77	78	Free Willy (1993)	['Action', 'Animation', 'Documentary']
78	79	Fugitive, The (1993)	['unknown', 'Thriller']
79	80	Hot Shots! Part Deux (1993)	"['unknown', ""Children's"", 'Western']"
80	81	Hudsucker Proxy, The (1994)	"[""Children's"", 'Romance']"
81	82	Jurassic Park (1993)	['unknown', 'Action', 'Sci-Fi']
82	83	Much Ado About Nothing (1993)	"[""Children's"", 'Romance']"
83	84	Robert A. Heinlein's The Puppet Masters (1994)	['Film-Noir', 'Sci-Fi']
84	85	Ref, The (1994)	"[""Children's""]"
85	86	Remains of the Day, The (1993)	['Documentary']
86	87	Searching for Bobby Fischer (1993)	['Documentary']
87	88	Sleepless in Seattle (1993)	"[""Children's"", 'Romance']"
88	89	Blade Runner (1982)	['Fantasy', 'Sci-Fi']
89	90	So I Married an Axe Murderer (1993)	"[""Children's"", 'Romance', 'Thriller']"
90	91	Nightmare Before Christmas, The (1993)	"['Animation', ""Children's"", 'Musical']"
91	92	True Romance (1993)	['unknown', 'Comedy', 'Romance']
92	93	Welcome to the Dollhouse (1995)	"[""Children's"", 'Documentary']"
93	94	Home Alone (1990)	"['Animation', ""Children's""]"
94	95	Aladdin (1992)	"['Adventure', 'Animation', ""Children's"", 'Musical']"
95	96	Terminator 2: Judgment Day (1991)	['unknown', 'Sci-Fi', 'Thriller']
96	97	Dances with Wolves (1990)	['Action', 'Documentary', 'unknown']
97	98	Silence of the Lambs, The (1991)	['Documentary', 'Thriller']
98	99	Snow White and the Seven Dwarfs (1937)	['Adventure', 'Animation', 'Musical']
99	100	Fargo (1996)	['Comedy', 'Documentary', 'Thriller']
100	101	Heavy Metal (1981)	['unknown', 'Action', 'Adventure', 'Film-Noir', 'Sci-Fi']
101	102	Aristocats, The (1970)	['Adventure', 'Animation']
102	103	All Dogs Go to Heaven 2 (1996)	['Adventure', 'Animation', 'Musical']
103	104	Theodore Rex (1995)	"[""Children's""]"
104	105	Sgt. Bilko (1996)	"[""Children's""]"
105	106	Diabolique (1996)	['Documentary', 'Thriller']
106	107	Moll Flanders (1996)	['Documentary']
107	108	Kids in the Hall: Brain Candy (1996)	"[""Children's""]"
108	109	Mystery Science Theater 3000: The Movie (1996)	"[""Children's"", 'Sci-Fi']"
109	110	Operation Dumbo Drop (1995)	"['unknown', 'Action', ""Children's"", 'Western']"
110	111	Truth About Cats & Dogs, The (1996)	"[""Children's"", 'Romance']"
111	112	Flipper (1996)	['Action', 'Animation']
112	113	Horseman on the Roof, The (Hussard sur le toit, Le) (1995)	['Documentary']
113	114	Wallace & Gromit: The Best of Aardman Animation (1996)	['Adventure']
114	115	Haunted World of Edward D. Wood Jr., The (1995)	['Crime']
115	116	Cold Comfort Farm (1995)	"[""Children's""]"
116	117	Rock, The (1996)	['unknown', 'Action', 'Thriller']
117	118	Twister (1996)	['unknown', 'Action', 'Thriller']
118	119	Maya Lin: A Strong Clear Vision (1994)	['Crime']
119	120	Striptease (1996)	"[""Children's"", 'Comedy']"
120	121	Independence Day (ID4) (1996)	['unknown', 'Sci-Fi', 'Western']
121	122	Cable Guy, The (1996)	"[""Children's""]"
122	123	Frighteners, The (1996)	"[""Children's"", 'Film-Noir']"
123	124	Lone Star (1996)	['Documentary', 'Mystery']
124	125	Phenomenon (1996)	['Documentary', 'Romance']
125	126	Spitfire Grill, The (1996)	['Documentary']
126	127	Godfather, The (1972)	['unknown', 'Comedy', 'Documentary']
127	128	Supercop (1992)	['unknown', 'Thriller']
128	129	Bound (1996)	['Comedy', 'Documentary', 'Romance', 'Thriller']
129	130	Kansas City (1996)	['Comedy']
130	131	Breakfast at Tiffany's (1961)	['Documentary', 'Romance']
131	132	Wizard of Oz, The (1939)	['Action', 'Animation', 'Documentary', 'Musical']
132	133	Gone with the Wind (1939)	['Documentary', 'Romance', 'Western']
133	134	Citizen Kane (1941)	['Documentary']
134	135	2001: A Space Odyssey (1968)	['Documentary', 'Mystery', 'Sci-Fi', 'Thriller']
135	136	Mr. Smith Goes to Washington (1939)	['Documentary']
136	137	Big Night (1996)	['Documentary']
137	138	D3: The Mighty Ducks (1996)	"['Animation', ""Children's""]"
138	139	Love Bug, The (1969)	"['Animation', ""Children's""]"
139	140	Homeward Bound: The Incredible Journey (1993)	['Action', 'Animation']
140	141	20,000 Leagues Under the Sea (1954)	['Action', 'Animation', 'Drama', 'Sci-Fi']
141	142	Bedknobs and Broomsticks (1971)	['Action', 'Animation', 'Musical']
142	143	Sound of Music, The (1965)	['Musical']
143	144	Die Hard (1988)	['unknown', 'Thriller']
144	145	Lawnmower Man, The (1992)	['unknown', 'Sci-Fi', 'Thriller']
145	146	Unhook the Stars (1996)	['Documentary']
146	147	Long Kiss Goodnight, The (1996)	['unknown', 'Thriller']
147	148	Ghost and the Darkness, The (1996)	['unknown', 'Action']
148	149	Jude (1996)	['Documentary']
149	150	Swingers (1996)	"[""Children's"", 'Documentary']"
150	151	Willy Wonka and the Chocolate Factory (1971)	"['Action', 'Animation', ""Children's""]"
151	152	Sleeper (1973)	"[""Children's"", 'Sci-Fi']"
152	153	Fish Called Wanda, A (1988)	"[""Children's""]"
153	154	Monty Python's Life of Brian (1979)	"[""Children's""]"
154	155	Dirty Dancing (1987)	['Musical', 'Romance']
155	156	Reservoir Dogs (1992)	['Comedy', 'Thriller']
156	157	Platoon (1986)	['Documentary', 'Western']
157	158	Weekend at Bernie's (1989)	"[""Children's""]"
158	159	Basic Instinct (1992)	['Mystery', 'Thriller']
159	160	Glengarry Glen Ross (1992)	['Documentary']
160	161	Top Gun (1986)	['unknown', 'Romance']
161	162	On Golden Pond (1981)	['Documentary']
162	163	Return of the Pink Panther, The (1974)	"[""Children's""]"
163	164	Abyss, The (1989)	['unknown', 'Action', 'Sci-Fi', 'Thriller']
164	165	Jean de Florette (1986)	['Documentary']
165	166	Manon of the Spring (Manon des sources) (1986)	['Documentary']
166	167	Private Benjamin (1980)	"[""Children's""]"
167	168	Monty Python and the Holy Grail (1974)	"[""Children's""]"
168	169	Wrong Trousers, The (1993)	"['Adventure', ""Children's""]"
169	170	Cinema Paradiso (1988)	"[""Children's"", 'Documentary', 'Romance']"
170	171	Delicatessen (1991)	"[""Children's"", 'Sci-Fi']"
171	172	Empire Strikes Back, The (1980)	['unknown', 'Action', 'Documentary', 'Romance', 'Sci-Fi', 'Western']
172	173	Princess Bride, The (1987)	"['unknown', 'Action', ""Children's"", 'Romance']"
173	174	Raiders of the Lost Ark (1981)	['unknown', 'Action']
174	175	Brazil (1985)	['Sci-Fi']
175	176	Aliens (1986)	['unknown', 'Sci-Fi', 'Thriller', 'Western']
176	177	Good, The Bad and The Ugly, The (1966)	['unknown', 'unknown']
177	178	12 Angry Men (1957)	['Documentary']
178	179	Clockwork Orange, A (1971)	['Sci-Fi']
179	180	Apocalypse Now (1979)	['Documentary', 'Western']
180	181	Return of the Jedi (1983)	['unknown', 'Action', 'Romance', 'Sci-Fi', 'Western']
181	182	GoodFellas (1990)	['Comedy', 'Documentary']
182	183	Alien (1979)	['unknown', 'Film-Noir', 'Sci-Fi', 'Thriller']
183	184	Army of Darkness (1993)	"['unknown', 'Action', ""Children's"", 'Film-Noir', 'Sci-Fi']"
184	185	Psycho (1960)	['Film-Noir', 'Romance', 'Thriller']
185	186	Blues Brothers, The (1980)	"['unknown', ""Children's"", 'Musical']"
186	187	Godfather: Part II, The (1974)	['unknown', 'Comedy', 'Documentary']
187	188	Full Metal Jacket (1987)	['unknown', 'Documentary', 'Western']
188	189	Grand Day Out, A (1992)	"['Adventure', ""Children's""]"
189	190	Henry V (1989)	['Documentary', 'Western']
190	191	Amadeus (1984)	['Documentary', 'Mystery']
191	192	Raging Bull (1980)	['Documentary']
192	193	Right Stuff, The (1983)	['Documentary']
193	194	Sting, The (1973)	"[""Children's"", 'Comedy']"
194	195	Terminator, The (1984)	['unknown', 'Sci-Fi', 'Thriller']
195	196	Dead Poets Society (1989)	['Documentary']
196	197	Graduate, The (1967)	['Documentary', 'Romance']
197	198	Nikita (La Femme Nikita) (1990)	['Thriller']
198	199	Bridge on the River Kwai, The (1957)	['Documentary', 'Western']
199	200	Shining, The (1980)	['Film-Noir']
200	201	Evil Dead II (1987)	"['unknown', 'Action', ""Children's"", 'Film-Noir']"
201	202	Groundhog Day (1993)	"[""Children's"", 'Romance']"
202	203	Unforgiven (1992)	['unknown']
203	204	Back to the Future (1985)	"[""Children's"", 'Sci-Fi']"
204	205	Patton (1970)	['Documentary', 'Western']
205	206	Akira (1988)	['Action', 'Adventure', 'Sci-Fi', 'Thriller']
206	207	Cyrano de Bergerac (1990)	['unknown', 'Documentary', 'Romance']
207	208	Young Frankenstein (1974)	"[""Children's"", 'Film-Noir']"
208	209	This Is Spinal Tap (1984)	"[""Children's"", 'Documentary', 'Musical']"
209	210	Indiana Jones and the Last Crusade (1989)	['unknown', 'Action']
210	211	M*A*S*H (1970)	"[""Children's"", 'Western']"
211	212	Unbearable Lightness of Being, The (1988)	['Documentary']
212	213	Room with a View, A (1986)	['Documentary', 'Romance']
213	214	Pink Floyd - The Wall (1982)	['Documentary', 'Musical', 'Western']
214	215	Field of Dreams (1989)	['Documentary']
215	216	When Harry Met Sally... (1989)	"[""Children's"", 'Romance']"
216	217	Bram Stoker's Dracula (1992)	['Film-Noir', 'Romance']
217	218	Cape Fear (1991)	['Thriller']
218	219	Nightmare on Elm Street, A (1984)	['Film-Noir']
219	220	Mirror Has Two Faces, The (1996)	"[""Children's"", 'Romance']"
220	221	Breaking the Waves (1996)	['Documentary']
221	222	Star Trek: First Contact (1996)	['unknown', 'Action', 'Sci-Fi']
222	223	Sling Blade (1996)	['Documentary', 'Thriller']
223	224	Ridicule (1996)	['Documentary']
224	225	101 Dalmatians (1996)	"['Animation', ""Children's""]"
225	226	Die Hard 2 (1990)	['unknown', 'Thriller']
226	227	Star Trek VI: The Undiscovered Country (1991)	['unknown', 'Action', 'Sci-Fi']
227	228	Star Trek: The Wrath of Khan (1982)	['unknown', 'Action', 'Sci-Fi']
228	229	Star Trek III: The Search for Spock (1984)	['unknown', 'Action', 'Sci-Fi']
229	230	Star Trek IV: The Voyage Home (1986)	['unknown', 'Action', 'Sci-Fi']
230	231	Batman Returns (1992)	"['unknown', 'Action', ""Children's"", 'Comedy']"
231	232	Young Guns (1988)	"['unknown', ""Children's"", 'unknown']"
232	233	Under Siege (1992)	['unknown']
233	234	Jaws (1975)	['unknown', 'Film-Noir']
234	235	Mars Attacks! (1996)	"['unknown', ""Children's"", 'Sci-Fi', 'Western']"
235	236	Citizen Ruth (1996)	"[""Children's"", 'Documentary']"
236	237	Jerry Maguire (1996)	['Documentary', 'Romance']
237	238	Raising Arizona (1987)	"[""Children's""]"
238	239	Sneakers (1992)	['Comedy', 'Documentary', 'Sci-Fi']
239	240	Beavis and Butt-head Do America (1996)	"['Adventure', ""Children's""]"
240	241	Last of the Mohicans, The (1992)	['unknown', 'Romance', 'Western']
241	242	Kolya (1996)	"[""Children's""]"
242	243	Jungle2Jungle (1997)	"['Animation', ""Children's""]"
243	244	Smilla's Sense of Snow (1997)	['unknown', 'Documentary', 'Thriller']
244	245	Devil's Own, The (1997)	['unknown', 'Documentary', 'Thriller', 'Western']
245	246	Chasing Amy (1997)	['Documentary', 'Romance']
246	247	Turbo: A Power Rangers Movie (1997)	['unknown', 'Action', 'Animation']
247	248	Grosse Pointe Blank (1997)	"[""Children's"", 'Comedy']"
248	249	Austin Powers: International Man of Mystery (1997)	"[""Children's""]"
249	250	Fifth Element, The (1997)	['unknown', 'Sci-Fi']
250	251	Shall We Dance? (1996)	"[""Children's""]"
251	252	Lost World: Jurassic Park, The (1997)	['unknown', 'Action', 'Sci-Fi', 'Thriller']
252	253	Pillow Book, The (1995)	['Documentary', 'Romance']
253	254	Batman & Robin (1997)	['unknown', 'Action', 'Comedy']
254	255	My Best Friend's Wedding (1997)	"[""Children's"", 'Romance']"
255	256	When the Cats Away (Chacun cherche son chat) (1996)	"[""Children's"", 'Romance']"
256	257	Men in Black (1997)	"['unknown', 'Action', ""Children's"", 'Sci-Fi']"
257	258	Contact (1997)	['Documentary', 'Sci-Fi']
258	259	George of the Jungle (1997)	"['Animation', ""Children's""]"
259	260	Event Horizon (1997)	['unknown', 'Mystery', 'Sci-Fi', 'Thriller']
260	261	Air Bud (1997)	"['Animation', ""Children's""]"
261	262	In the Company of Men (1997)	['Documentary']
262	263	Steel (1997)	['unknown']
263	264	Mimic (1997)	['Sci-Fi', 'Thriller']
264	265	Hunt for Red October, The (1990)	['unknown', 'Thriller']
265	266	Kull the Conqueror (1997)	['unknown', 'Action']
266	267	unknown	['War']
267	268	Chasing Amy (1997)	['Documentary', 'Romance']
268	269	Full Monty, The (1997)	"[""Children's""]"
269	270	Gattaca (1997)	['Documentary', 'Sci-Fi', 'Thriller']
270	271	Starship Troopers (1997)	['unknown', 'Action', 'Sci-Fi', 'Western']
271	272	Good Will Hunting (1997)	['Documentary']
272	273	Heat (1995)	['unknown', 'Comedy', 'Thriller']
273	274	Sabrina (1995)	"[""Children's"", 'Romance']"
274	275	Sense and Sensibility (1995)	['Documentary', 'Romance']
275	276	Leaving Las Vegas (1995)	['Documentary', 'Romance']
276	277	Restoration (1995)	['Documentary']
277	278	Bed of Roses (1996)	['Documentary', 'Romance']
278	279	Once Upon a Time... When We Were Colored (1995)	['Documentary']
279	280	Up Close and Personal (1996)	['Documentary', 'Romance']
280	281	River Wild, The (1994)	['unknown', 'Thriller']
281	282	Time to Kill, A (1996)	['Documentary']
282	283	Emma (1996)	['Documentary', 'Romance']
283	284	Tin Cup (1996)	"[""Children's"", 'Romance']"
284	285	Secrets & Lies (1996)	['Documentary']
285	286	English Patient, The (1996)	['Documentary', 'Romance', 'Western']
286	287	Marvin's Room (1996)	['Documentary']
287	288	Scream (1996)	['Film-Noir', 'Thriller']
288	289	Evita (1996)	['Documentary', 'Musical']
289	290	Fierce Creatures (1997)	"[""Children's""]"
290	291	Absolute Power (1997)	['Mystery', 'Thriller']
291	292	Rosewood (1997)	['Documentary']
292	293	Donnie Brasco (1997)	['Comedy', 'Documentary']
293	294	Liar Liar (1997)	"[""Children's""]"
294	295	Breakdown (1997)	['unknown', 'Thriller']
295	296	Promesse, La (1996)	['Documentary']
296	297	Ulee's Gold (1997)	['Documentary']
297	298	Face/Off (1997)	['unknown', 'Sci-Fi', 'Thriller']
298	299	Hoodlum (1997)	['Comedy', 'Documentary', 'Fantasy']
299	300	Air Force One (1997)	['unknown', 'Thriller']
300	301	In & Out (1997)	"[""Children's""]"
301	302	L.A. Confidential (1997)	['Comedy', 'Fantasy', 'Mystery', 'Thriller']
302	303	Ulee's Gold (1997)	['Documentary']
303	304	Fly Away Home (1996)	['Action', 'Animation']
304	305	Ice Storm, The (1997)	['Documentary']
305	306	Mrs. Brown (Her Majesty, Mrs. Brown) (1997)	['Documentary', 'Romance']
306	307	Devil's Advocate, The (1997)	['Comedy', 'Film-Noir', 'Mystery', 'Thriller']
307	308	FairyTale: A True Story (1997)	['Animation', 'Documentary', 'Drama']
308	309	Deceiver (1997)	['Comedy']
309	310	Rainmaker, The (1997)	['Documentary']
310	311	Wings of the Dove, The (1997)	['Documentary', 'Romance', 'Thriller']
311	312	Midnight in the Garden of Good and Evil (1997)	"[""Children's"", 'Comedy', 'Documentary', 'Mystery']"
312	313	Titanic (1997)	['unknown', 'Documentary', 'Romance']
313	314	3 Ninjas: High Noon At Mega Mountain (1998)	['unknown', 'Animation']
314	315	Apt Pupil (1998)	['Documentary', 'Thriller']
315	316	As Good As It Gets (1997)	"[""Children's"", 'Documentary']"
316	317	In the Name of the Father (1993)	['Documentary']
317	318	Schindler's List (1993)	['Documentary', 'Western']
318	319	Everyone Says I Love You (1996)	"[""Children's"", 'Musical', 'Romance']"
319	320	Paradise Lost: The Child Murders at Robin Hood Hills (1996)	['Crime']
320	321	Mother (1996)	"[""Children's""]"
321	322	Murder at 1600 (1997)	['Mystery', 'Thriller']
322	323	Dante's Peak (1997)	['unknown', 'Thriller']
323	324	Lost Highway (1997)	['Mystery']
324	325	Crash (1996)	['Documentary', 'Thriller']
325	326	G.I. Jane (1997)	['unknown', 'Documentary', 'Western']
326	327	Cop Land (1997)	['Comedy', 'Documentary', 'Mystery']
327	328	Conspiracy Theory (1997)	['unknown', 'Mystery', 'Romance', 'Thriller']
328	329	Desperate Measures (1998)	['Comedy', 'Documentary', 'Thriller']
329	330	187 (1997)	['Documentary']
330	331	Edge, The (1997)	['Action', 'Thriller']
331	332	Kiss the Girls (1997)	['Comedy', 'Documentary', 'Thriller']
332	333	Game, The (1997)	['Mystery', 'Thriller']
333	334	U Turn (1997)	['unknown', 'Comedy', 'Mystery']
334	335	How to Be a Player (1997)	"[""Children's""]"
335	336	Playing God (1997)	['Comedy', 'Thriller']
336	337	House of Yes, The (1997)	"[""Children's"", 'Documentary', 'Thriller']"
337	338	Bean (1997)	"[""Children's""]"
338	339	Mad City (1997)	['unknown', 'Documentary']
339	340	Boogie Nights (1997)	['Documentary']
340	341	Critical Care (1997)	"[""Children's""]"
341	342	Man Who Knew Too Little, The (1997)	"[""Children's"", 'Mystery']"
342	343	Alien: Resurrection (1997)	['unknown', 'Film-Noir', 'Sci-Fi']
343	344	Apostle, The (1997)	['Documentary']
344	345	Deconstructing Harry (1997)	"[""Children's"", 'Documentary']"
345	346	Jackie Brown (1997)	['Comedy', 'Documentary']
346	347	Wag the Dog (1997)	"[""Children's"", 'Documentary']"
347	348	Desperate Measures (1998)	['Comedy', 'Documentary', 'Thriller']
348	349	Hard Rain (1998)	['unknown', 'Thriller']
349	350	Fallen (1998)	['unknown', 'Mystery', 'Thriller']
350	351	Prophecy II, The (1998)	['Film-Noir']
351	352	Spice World (1997)	"[""Children's"", 'Musical']"
352	353	Deep Rising (1998)	['unknown', 'Film-Noir', 'Sci-Fi']
353	354	Wedding Singer, The (1998)	"[""Children's"", 'Romance']"
354	355	Sphere (1998)	['Action', 'Sci-Fi', 'Thriller']
355	356	Client, The (1994)	['Documentary', 'Mystery', 'Thriller']
356	357	One Flew Over the Cuckoo's Nest (1975)	['Documentary']
357	358	Spawn (1997)	['unknown', 'Action', 'Sci-Fi', 'Thriller']
358	359	Assignment, The (1997)	['Thriller']
359	360	Wonderland (1997)	['Crime']
360	361	Incognito (1997)	['Comedy', 'Thriller']
361	362	Blues Brothers 2000 (1998)	"['unknown', ""Children's"", 'Musical']"
362	363	Sudden Death (1995)	['unknown']
363	364	Ace Ventura: When Nature Calls (1995)	"[""Children's""]"
364	365	Powder (1995)	['Documentary']
365	366	Dangerous Minds (1995)	['Documentary']
366	367	Clueless (1995)	"[""Children's""]"
367	368	Bio-Dome (1996)	"[""Children's""]"
368	369	Black Sheep (1996)	"[""Children's""]"
369	370	Mary Reilly (1996)	['Documentary', 'Thriller']
370	371	Bridges of Madison County, The (1995)	['Documentary', 'Romance']
371	372	Jeffrey (1995)	"[""Children's""]"
372	373	Judge Dredd (1995)	['unknown', 'Action', 'Sci-Fi']
373	374	Mighty Morphin Power Rangers: The Movie (1995)	['unknown', 'Animation']
374	375	Showgirls (1995)	['Documentary']
375	376	Houseguest (1994)	"[""Children's""]"
376	377	Heavyweights (1994)	"['Animation', ""Children's""]"
377	378	Miracle on 34th Street (1994)	['Documentary']
378	379	Tales From the Crypt Presents: Demon Knight (1995)	['Film-Noir']
379	380	Star Trek: Generations (1994)	['unknown', 'Action', 'Sci-Fi']
380	381	Muriel's Wedding (1994)	"[""Children's"", 'Romance']"
381	382	Adventures of Priscilla, Queen of the Desert, The (1994)	"[""Children's"", 'Documentary']"
382	383	Flintstones, The (1994)	"['Animation', ""Children's""]"
383	384	Naked Gun 33 1/3: The Final Insult (1994)	"[""Children's""]"
384	385	True Lies (1994)	"['unknown', 'Action', ""Children's"", 'Romance']"
385	386	Addams Family Values (1993)	"[""Children's""]"
386	387	Age of Innocence, The (1993)	['Documentary']
387	388	Beverly Hills Cop III (1994)	"['unknown', ""Children's""]"
388	389	Black Beauty (1994)	['Action', 'Animation']
389	390	Fear of a Black Hat (1993)	"[""Children's""]"
390	391	Last Action Hero (1993)	"['unknown', ""Children's""]"
391	392	Man Without a Face, The (1993)	['Documentary']
392	393	Mrs. Doubtfire (1993)	"[""Children's""]"
393	394	Radioland Murders (1994)	"[""Children's"", 'Mystery', 'Romance']"
394	395	Robin Hood: Men in Tights (1993)	"[""Children's""]"
395	396	Serial Mom (1994)	"[""Children's"", 'Comedy', 'Film-Noir']"
396	397	Striking Distance (1993)	['unknown']
397	398	Super Mario Bros. (1993)	['unknown', 'Action', 'Animation', 'Sci-Fi']
398	399	Three Musketeers, The (1993)	"['unknown', 'Action', ""Children's""]"
399	400	Little Rascals, The (1994)	"['Animation', ""Children's""]"
400	401	Brady Bunch Movie, The (1995)	"[""Children's""]"
401	402	Ghost (1990)	"[""Children's"", 'Romance', 'Thriller']"
402	403	Batman (1989)	['unknown', 'Action', 'Comedy', 'Documentary']
403	404	Pinocchio (1940)	['Adventure', 'Animation']
404	405	Mission: Impossible (1996)	['unknown', 'Action', 'Mystery']
405	406	Thinner (1996)	['Film-Noir', 'Thriller']
406	407	Spy Hard (1996)	"[""Children's""]"
407	408	Close Shave, A (1995)	"['Adventure', ""Children's"", 'Thriller']"
408	409	Jack (1996)	"[""Children's"", 'Documentary']"
409	410	Kingpin (1996)	"[""Children's""]"
410	411	Nutty Professor, The (1996)	"[""Children's"", 'Drama', 'Romance', 'Sci-Fi']"
411	412	Very Brady Sequel, A (1996)	"[""Children's""]"
412	413	Tales from the Crypt Presents: Bordello of Blood (1996)	['Film-Noir']
413	414	My Favorite Year (1982)	"[""Children's""]"
414	415	Apple Dumpling Gang, The (1975)	"['Animation', ""Children's"", 'unknown']"
415	416	Old Yeller (1957)	['Animation', 'Documentary']
416	417	Parent Trap, The (1961)	['Animation', 'Documentary']
417	418	Cinderella (1950)	['Adventure', 'Animation', 'Musical']
418	419	Mary Poppins (1964)	"['Animation', ""Children's"", 'Musical']"
419	420	Alice in Wonderland (1951)	['Adventure', 'Animation', 'Musical']
420	421	William Shakespeare's Romeo and Juliet (1996)	['Documentary', 'Romance']
421	422	Aladdin and the King of Thieves (1996)	"['Adventure', 'Animation', ""Children's""]"
422	423	E.T. the Extra-Terrestrial (1982)	['Animation', 'Documentary', 'Drama', 'Sci-Fi']
423	424	Children of the Corn: The Gathering (1996)	['Film-Noir']
424	425	Bob Roberts (1992)	"[""Children's""]"
425	426	Transformers: The Movie, The (1986)	['unknown', 'Adventure', 'Animation', 'Sci-Fi', 'Thriller', 'Western']
426	427	To Kill a Mockingbird (1962)	['Documentary']
427	428	Harold and Maude (1971)	"[""Children's""]"
428	429	Day the Earth Stood Still, The (1951)	['Documentary', 'Sci-Fi']
429	430	Duck Soup (1933)	"[""Children's"", 'Western']"
