movie_id,user_id,user_rating
1007,675,4.0
215,295,5.0
1021,312,3.0
411,378,3.0
423,805,1.0
1196,655,3.0
699,328,4.0
300,39,3.0
501,712,3.0
288,13,1.0
381,5,1.0
81,73,5.0
663,271,4.0
418,92,3.0
1254,528,3.0
121,293,3.0
692,883,3.0
642,59,5.0
25,630,2.0
742,703,3.0
452,896,3.0
879,416,3.0
155,303,3.0
435,613,5.0
742,442,3.0
878,506,3.0
696,764,3.0
109,244,4.0
629,655,3.0
138,246,1.0
340,324,5.0
1401,435,4.0
51,790,3.0
112,254,2.0
141,642,4.0
475,68,5.0
237,201,4.0
62,922,3.0
286,500,1.0
515,201,5.0
739,524,2.0
432,795,3.0
1142,303,4.0
202,233,5.0
490,698,3.0
588,757,3.0
48,741,4.0
258,79,5.0
528,693,1.0
288,938,5.0
222,887,3.0
81,436,3.0
204,666,3.0
378,65,5.0
326,909,4.0
313,356,5.0
639,90,5.0
628,435,5.0
190,488,5.0
191,786,4.0
1410,682,3.0
92,629,4.0
321,672,4.0
408,292,4.0
100,41,4.0
1053,711,4.0
662,921,4.0
523,883,5.0
565,7,4.0
830,13,1.0
608,758,5.0
1126,406,3.0
775,655,2.0
950,463,3.0
441,5,1.0
491,230,3.0
521,533,3.0
393,318,5.0
657,804,4.0
126,594,3.0
1051,336,2.0
181,217,1.0
66,208,4.0
475,339,5.0
507,608,3.0
170,380,4.0
151,916,3.0
826,717,2.0
1311,450,4.0
405,89,3.0
1,117,4.0
747,354,2.0
286,60,5.0
449,622,2.0
8,7,5.0
476,533,2.0
782,592,2.0
227,705,4.0
559,727,2.0
229,738,3.0
191,401,4.0
387,89,5.0
797,217,4.0
506,618,4.0
218,363,2.0
1315,525,4.0
679,279,4.0
40,234,2.0
472,751,2.0
289,874,4.0
928,109,3.0
140,864,3.0
257,840,3.0
24,310,4.0
94,453,4.0
111,779,4.0
315,919,3.0
229,215,3.0
98,405,4.0
323,687,2.0
134,650,5.0
182,10,5.0
1033,642,3.0
269,319,3.0
654,875,4.0
1283,145,1.0
566,42,5.0
150,456,4.0
428,911,4.0
223,561,4.0
47,476,3.0
431,178,4.0
323,883,5.0
211,543,4.0
216,878,4.0
128,301,5.0
122,774,1.0
1047,145,3.0
161,918,1.0
663,537,3.0
127,422,4.0
245,594,3.0
496,263,5.0
174,650,4.0
895,507,5.0
293,595,4.0
584,151,3.0
195,661,5.0
83,452,3.0
143,393,5.0
203,567,4.0
644,269,5.0
181,725,4.0
661,896,4.0
875,31,4.0
434,862,5.0
10,296,2.0
660,472,5.0
313,258,5.0
128,291,4.0
100,768,5.0
969,18,3.0
455,294,3.0
873,587,3.0
1047,534,4.0
9,887,2.0
1067,663,3.0
300,390,5.0
16,768,3.0
164,889,4.0
425,269,5.0
24,472,5.0
1063,790,5.0
515,307,4.0
1415,405,1.0
451,711,5.0
668,617,4.0
485,504,4.0
554,62,1.0
66,399,3.0
15,165,5.0
307,577,3.0
136,823,5.0
123,430,2.0
570,642,1.0
546,513,4.0
188,586,2.0
204,178,4.0
393,109,4.0
135,405,5.0
182,210,5.0
530,747,5.0
150,537,3.0
1028,632,2.0
530,90,3.0
237,715,4.0
22,727,4.0
114,815,5.0
131,942,5.0
959,551,5.0
754,509,1.0
144,5,3.0
456,648,2.0
1210,532,4.0
197,481,3.0
62,500,3.0
20,473,3.0
162,409,4.0
1126,60,4.0
59,299,5.0
423,329,4.0
316,356,4.0
316,119,4.0
516,666,5.0
693,193,4.0
582,234,4.0
121,699,3.0
254,162,3.0
363,5,3.0
80,916,3.0
111,943,4.0
808,727,2.0
921,487,5.0
427,291,4.0
79,230,5.0
197,798,2.0
1007,498,3.0
430,846,3.0
496,577,5.0
568,600,4.0
304,863,3.0
1009,884,2.0
72,586,2.0
177,537,3.0
358,875,3.0
451,42,2.0
739,95,3.0
118,620,4.0
423,59,5.0
1016,894,3.0
898,507,5.0
191,10,5.0
732,454,4.0
652,773,3.0
275,909,5.0
522,805,5.0
623,778,1.0
674,916,3.0
1091,826,3.0
125,423,2.0
181,15,5.0
678,256,5.0
79,338,4.0
333,443,5.0
143,295,4.0
951,174,1.0
717,236,3.0
286,419,4.0
356,72,4.0
260,488,2.0
393,897,4.0
813,486,5.0
327,936,4.0
358,919,3.0
1059,806,3.0
791,416,2.0
739,456,3.0
289,523,4.0
194,426,4.0
305,171,2.0
357,16,5.0
313,454,5.0
530,774,5.0
946,887,4.0
662,766,3.0
153,805,4.0
117,256,5.0
190,253,5.0
708,330,3.0
750,609,4.0
864,207,3.0
272,73,4.0
1110,504,2.0
198,387,4.0
310,13,4.0
413,368,1.0
284,406,1.0
316,104,4.0
651,222,4.0
318,577,5.0
286,73,4.0
234,608,5.0
546,26,2.0
1283,665,3.0
568,53,4.0
565,846,2.0
179,367,5.0
64,53,5.0
237,43,4.0
14,123,5.0
347,940,3.0
422,528,2.0
1174,655,3.0
97,224,5.0
117,458,4.0
720,600,3.0
1142,614,3.0
182,72,5.0
810,543,3.0
868,617,4.0
302,605,4.0
15,624,4.0
527,851,5.0
477,927,3.0
1065,840,5.0
25,26,3.0
127,513,4.0
196,395,4.0
135,457,5.0
879,29,3.0
22,488,4.0
847,90,5.0
751,297,4.0
410,339,2.0
50,320,4.0
645,315,4.0
137,108,5.0
654,222,3.0
116,940,2.0
88,401,4.0
805,184,3.0
96,246,3.0
93,838,3.0
308,787,3.0
411,663,3.0
161,796,5.0
888,334,2.0
195,709,5.0
22,864,5.0
898,688,5.0
124,420,5.0
1531,577,4.0
124,69,4.0
810,648,4.0
291,666,3.0
582,271,3.0
318,18,5.0
325,451,3.0
300,716,5.0
496,605,5.0
258,584,4.0
257,804,5.0
320,896,3.0
82,18,3.0
430,10,3.0
278,708,4.0
137,711,5.0
311,298,3.0
229,44,3.0
370,27,4.0
12,405,5.0
318,52,5.0
91,472,5.0
369,903,4.0
610,848,5.0
71,380,4.0
332,323,3.0
346,133,3.0
185,699,4.0
625,943,3.0
434,60,5.0
22,275,3.0
501,70,4.0
615,25,5.0
28,805,3.0
168,198,4.0
657,537,3.0
8,577,4.0
126,330,5.0
417,506,4.0
611,31,4.0
301,785,4.0
715,919,5.0
56,524,4.0
420,940,4.0
111,655,2.0
597,101,3.0
269,818,3.0
183,638,4.0
344,111,2.0
225,189,4.0
235,399,4.0
284,535,4.0
294,110,3.0
1400,847,5.0
476,893,3.0
1101,805,5.0
183,425,3.0
249,643,3.0
214,5,3.0
285,449,5.0
31,387,3.0
340,870,3.0
32,429,4.0
678,626,1.0
268,865,4.0
551,843,3.0
522,114,5.0
259,802,2.0
230,275,3.0
926,798,4.0
553,311,3.0
31,83,5.0
71,184,4.0
42,303,5.0
337,608,4.0
204,298,4.0
307,644,4.0
168,429,5.0
389,650,3.0
815,599,3.0
358,511,1.0
1047,837,1.0
82,655,2.0
14,840,5.0
1544,798,3.0
341,405,1.0
1377,592,3.0
254,453,2.0
88,747,2.0
746,488,4.0
990,427,5.0
481,406,3.0
326,29,2.0
216,503,5.0
297,299,3.0
181,902,3.0
568,642,4.0
233,95,4.0
123,69,4.0
242,937,3.0
301,163,3.0
401,504,2.0
126,719,2.0
651,504,4.0
610,450,4.0
89,95,3.0
265,178,5.0
135,533,3.0
118,703,5.0
181,165,5.0
902,842,5.0
515,194,4.0
628,327,2.0
50,753,4.0
323,290,3.0
228,145,4.0
452,846,3.0
778,92,4.0
222,486,3.0
145,13,2.0
217,437,3.0
432,815,5.0
56,455,5.0
348,863,2.0
356,643,4.0
126,57,3.0
182,537,4.0
751,384,4.0
11,314,5.0
473,298,3.0
70,885,5.0
1411,307,4.0
288,921,3.0
581,627,3.0
197,766,3.0
38,881,3.0
238,774,5.0
1084,74,3.0
829,532,3.0
419,381,5.0
370,666,2.0
864,336,1.0
321,89,4.0
332,489,5.0
155,23,3.0
173,222,5.0
180,371,4.0
249,789,3.0
127,269,4.0
202,151,5.0
238,12,5.0
355,3,3.0
121,279,4.0
696,491,3.0
310,707,4.0
1070,239,5.0
66,690,3.0
5,21,2.0
479,16,5.0
185,774,2.0
434,815,3.0
974,59,3.0
210,916,4.0
53,533,1.0
393,864,3.0
180,399,3.0
311,79,4.0
948,663,4.0
561,13,1.0
144,457,5.0
645,655,3.0
460,227,2.0
168,411,5.0
514,405,1.0
155,922,2.0
166,429,5.0
42,249,5.0
430,840,5.0
222,670,4.0
385,429,3.0
208,766,5.0
1025,396,4.0
181,831,5.0
195,7,5.0
977,546,5.0
99,10,5.0
896,111,2.0
186,142,4.0
135,763,5.0
333,827,3.0
255,104,1.0
735,796,2.0
44,500,1.0
172,437,4.0
58,328,4.0
727,455,3.0
50,57,5.0
237,422,4.0
69,91,5.0
475,463,3.0
527,77,4.0
508,121,4.0
540,788,3.0
258,723,4.0
270,116,3.0
33,804,4.0
95,796,4.0
272,796,4.0
7,518,3.0
490,846,4.0
303,354,5.0
443,601,4.0
15,345,4.0
412,348,2.0
204,452,3.0
528,704,3.0
497,499,2.0
1014,297,3.0
768,712,5.0
473,697,5.0
276,486,4.0
1065,660,2.0
332,255,2.0
531,828,4.0
89,305,3.0
385,23,4.0
261,319,3.0
129,518,5.0
521,862,5.0
470,479,5.0
298,305,4.0
108,566,2.0
1030,880,2.0
770,186,2.0
91,508,4.0
69,269,1.0
982,255,2.0
186,128,5.0
1215,181,1.0
930,109,3.0
769,367,3.0
925,145,4.0
414,450,3.0
609,846,5.0
238,305,3.0
603,271,4.0
268,276,4.0
121,247,4.0
8,392,5.0
90,805,2.0
211,660,4.0
679,916,3.0
300,531,4.0
196,23,2.0
508,931,4.0
419,210,4.0
434,18,3.0
471,676,3.0
855,379,4.0
632,243,5.0
88,530,4.0
50,697,5.0
405,897,5.0
137,422,5.0
517,405,3.0
493,932,5.0
17,217,3.0
302,474,5.0
168,77,4.0
54,642,4.0
191,285,4.0
609,887,4.0
154,398,2.0
847,43,5.0
514,87,4.0
262,364,3.0
869,145,4.0
436,430,4.0
15,422,3.0
214,916,3.0
184,374,2.0
271,255,4.0
200,222,3.0
423,110,4.0
315,942,4.0
239,497,4.0
238,210,3.0
21,472,3.0
641,60,5.0
1118,495,5.0
338,640,5.0
986,256,5.0
209,606,4.0
663,97,5.0
725,393,2.0
405,82,3.0
106,144,3.0
418,763,4.0
546,101,4.0
527,189,5.0
475,425,5.0
484,897,3.0
977,796,2.0
123,276,4.0
1154,189,3.0
1011,342,3.0
284,141,5.0
307,3,3.0
173,457,5.0
141,303,3.0
234,890,5.0
566,130,4.0
790,618,3.0
724,293,3.0
8,535,4.0
678,782,3.0
689,8,4.0
591,365,4.0
183,536,3.0
326,740,3.0
410,456,4.0
815,921,5.0
187,568,3.0
604,716,3.0
378,618,4.0
44,262,2.0
1060,650,3.0
82,705,5.0
133,401,4.0
177,234,3.0
435,268,4.0
226,815,3.0
181,457,4.0
31,201,1.0
490,279,3.0
58,795,4.0
755,42,4.0
109,654,3.0
562,543,2.0
27,671,3.0
1164,881,1.0
151,907,4.0
1046,256,4.0
24,682,4.0
4,940,2.0
199,882,5.0
196,109,4.0
568,268,3.0
174,780,5.0
70,14,1.0
528,867,4.0
134,288,2.0
301,448,1.0
506,746,3.0
321,250,5.0
340,450,4.0
680,545,2.0
1400,405,1.0
655,579,3.0
237,478,5.0
748,276,3.0
276,874,4.0
125,283,5.0
1091,620,4.0
745,60,5.0
31,374,5.0
195,670,4.0
208,615,4.0
31,774,1.0
300,379,3.0
1020,90,5.0
157,601,3.0
238,911,2.0
315,758,5.0
527,679,4.0
346,214,3.0
455,267,3.0
187,188,3.0
326,724,4.0
313,166,5.0
288,546,4.0
21,642,5.0
332,629,4.0
252,714,3.0
29,450,3.0
117,334,3.0
708,345,3.0
527,92,3.0
393,311,4.0
135,450,3.0
569,62,1.0
420,887,5.0
331,294,4.0
194,650,4.0
328,550,5.0
675,806,3.0
514,625,3.0
781,655,1.0
93,747,4.0
482,82,4.0
1410,452,1.0
1067,63,3.0
744,306,4.0
5,648,4.0
657,73,5.0
735,659,3.0
258,582,4.0
191,92,4.0
566,326,4.0
241,158,4.0
495,524,4.0
933,250,3.0
132,195,5.0
175,922,3.0
524,545,4.0
274,189,4.0
506,128,4.0
77,545,3.0
234,455,4.0
820,332,4.0
1281,854,2.0
684,619,4.0
742,741,4.0
217,886,2.0
468,719,3.0
480,297,4.0
366,363,2.0
346,833,5.0
1047,83,2.0
66,42,4.0
30,279,2.0
174,648,5.0
928,865,1.0
265,457,5.0
286,384,4.0
30,1,3.0
86,554,4.0
174,785,5.0
258,149,3.0
449,790,2.0
58,846,4.0
93,911,4.0
1016,506,4.0
465,417,4.0
289,756,4.0
501,189,4.0
514,766,4.0
174,397,5.0
249,214,3.0
148,891,5.0
110,5,1.0
288,329,2.0
148,92,2.0
304,782,4.0
293,526,5.0
22,933,5.0
216,667,4.0
22,737,4.0
117,564,4.0
1286,305,5.0
443,425,2.0
185,148,1.0
14,90,5.0
246,778,2.0
285,383,5.0
258,564,4.0
640,325,3.0
535,479,3.0
688,427,5.0
184,303,5.0
1008,343,4.0
1,168,5.0
663,296,5.0
685,152,5.0
684,757,4.0
86,585,5.0
127,368,4.0
451,532,4.0
196,897,3.0
945,479,5.0
274,590,3.0
470,275,3.0
123,403,3.0
153,339,4.0
204,870,4.0
395,922,4.0
205,379,5.0
441,495,3.0
45,878,3.0
485,194,3.0
204,796,5.0
284,59,2.0
170,82,4.0
447,645,3.0
465,642,4.0
33,115,4.0
323,626,1.0
302,319,4.0
101,5,5.0
258,61,4.0
498,421,4.0
313,896,4.0
650,102,3.0
710,506,5.0
673,308,4.0
286,909,4.0
50,505,3.0
293,144,4.0
124,14,5.0
108,682,3.0
172,715,4.0
780,621,4.0
205,862,4.0
1045,661,3.0
183,60,5.0
367,751,4.0
92,262,3.0
717,44,3.0
1185,393,3.0
313,550,5.0
778,77,2.0
255,768,4.0
588,588,4.0
150,274,5.0
792,916,3.0
603,294,5.0
866,936,2.0
430,747,4.0
268,214,2.0
288,485,3.0
835,13,3.0
1063,58,1.0
1056,276,4.0
174,416,5.0
460,145,1.0
333,159,5.0
1395,655,3.0
879,619,4.0
664,305,2.0
111,588,1.0
69,778,2.0
485,406,3.0
310,100,3.0
1530,405,1.0
298,259,4.0
762,659,3.0
272,589,5.0
181,797,5.0
187,537,4.0
497,524,2.0
151,109,5.0
227,102,4.0
1050,766,3.0
248,374,1.0
179,299,4.0
268,11,5.0
234,495,5.0
739,532,5.0
275,734,4.0
42,474,4.0
1010,699,3.0
284,360,3.0
316,263,5.0
234,216,4.0
322,708,3.0
201,479,4.0
840,503,1.0
1040,42,3.0
193,429,4.0
259,204,2.0
504,383,4.0
328,92,3.0
385,892,3.0
1012,770,5.0
685,99,3.0
100,653,4.0
580,533,3.0
234,659,4.0
205,328,4.0
815,718,4.0
206,417,2.0
475,453,5.0
425,458,3.0
959,259,4.0
40,222,1.0
679,638,3.0
846,869,2.0
295,92,2.0
195,632,5.0
100,333,4.0
17,709,4.0
262,747,5.0
98,232,4.0
411,847,1.0
39,221,4.0
652,298,3.0
607,178,3.0
238,617,3.0
671,617,4.0
180,747,5.0
905,110,3.0
869,13,3.0
1579,405,1.0
50,96,5.0
886,883,3.0
23,667,3.0
114,497,4.0
844,537,4.0
96,506,4.0
288,150,4.0
1197,207,4.0
65,62,4.0
280,888,3.0
405,907,4.0
1220,406,3.0
288,348,5.0
318,200,5.0
8,851,4.0
275,484,3.0
1248,145,3.0
294,190,3.0
1239,887,3.0
682,812,4.0
67,892,4.0
1152,599,4.0
101,807,4.0
288,549,4.0
214,405,4.0
410,157,4.0
679,622,3.0
286,216,4.0
491,846,3.0
824,336,3.0
245,159,5.0
89,244,5.0
193,222,4.0
288,387,3.0
87,405,1.0
961,18,3.0
288,919,4.0
1568,405,1.0
208,883,4.0
179,92,5.0
56,738,4.0
123,49,1.0
210,661,5.0
195,188,3.0
508,213,4.0
89,506,5.0
8,756,4.0
756,344,2.0
191,727,4.0
509,629,5.0
296,655,4.0
686,389,3.0
656,833,4.0
482,293,4.0
147,580,3.0
153,193,4.0
94,246,2.0
618,389,4.0
162,224,4.0
587,551,4.0
640,829,3.0
122,332,5.0
66,454,4.0
181,881,4.0
218,504,4.0
476,880,3.0
237,682,3.0
222,623,4.0
492,389,5.0
200,847,3.0
216,719,4.0
156,16,4.0
831,624,3.0
631,450,4.0
222,800,4.0
1090,276,1.0
69,731,5.0
1025,592,1.0
125,936,4.0
1276,181,1.0
480,338,5.0
597,864,4.0
282,823,3.0
118,274,4.0
273,387,4.0
454,145,1.0
66,457,4.0
98,767,5.0
419,194,2.0
517,653,1.0
198,311,3.0
179,527,3.0
250,159,3.0
205,648,3.0
559,804,3.0
181,584,4.0
301,936,3.0
520,889,4.0
724,43,4.0
238,234,3.0
577,864,3.0
272,206,5.0
242,86,4.0
1155,655,3.0
694,344,5.0
750,587,3.0
985,416,3.0
824,267,4.0
48,577,5.0
211,426,4.0
813,151,4.0
682,57,3.0
655,846,3.0
68,823,3.0
196,495,3.0
675,846,2.0
186,459,4.0
367,795,3.0
1054,244,3.0
135,694,5.0
414,716,4.0
300,170,5.0
492,293,5.0
1052,43,1.0
736,897,3.0
51,137,1.0
258,427,4.0
365,551,5.0
969,41,4.0
581,586,2.0
211,18,5.0
149,534,2.0
538,299,3.0
455,77,3.0
684,746,4.0
487,311,4.0
1291,279,4.0
1061,45,2.0
199,321,4.0
414,331,4.0
915,13,5.0
64,313,4.0
101,450,5.0
7,417,3.0
455,62,3.0
1159,645,4.0
14,704,3.0
690,181,3.0
72,645,3.0
193,788,4.0
96,831,5.0
238,299,4.0
241,269,1.0
174,72,5.0
828,233,4.0
161,468,3.0
463,151,5.0
313,384,5.0
483,90,5.0
443,367,4.0
421,601,1.0
938,173,3.0
219,405,5.0
778,106,4.0
243,589,3.0
62,886,3.0
661,339,5.0
554,280,1.0
436,546,5.0
474,95,4.0
393,371,2.0
949,457,3.0
915,683,2.0
591,595,4.0
227,627,3.0
299,451,1.0
229,496,2.0
457,489,3.0
209,721,3.0
404,537,3.0
12,6,4.0
365,887,5.0
133,864,5.0
118,455,4.0
240,665,5.0
312,11,4.0
133,194,3.0
48,315,4.0
483,606,5.0
527,934,3.0
99,95,4.0
306,338,4.0
1244,648,3.0
108,804,3.0
789,535,2.0
129,72,4.0
448,62,2.0
328,276,4.0
210,932,4.0
923,58,5.0
831,923,4.0
465,698,3.0
1608,506,2.0
391,95,2.0
928,188,3.0
283,136,4.0
326,258,5.0
690,782,4.0
445,102,2.0
270,915,3.0
651,497,4.0
322,15,3.0
510,326,5.0
143,881,5.0
622,911,3.0
162,538,3.0
999,429,2.0
875,919,1.0
509,10,4.0
267,297,3.0
1558,469,5.0
328,113,5.0
419,881,5.0
97,189,4.0
511,670,4.0
86,561,4.0
238,838,4.0
445,802,3.0
802,671,3.0
404,897,4.0
790,643,4.0
39,130,4.0
131,308,4.0
747,232,3.0
642,184,4.0
15,52,5.0
1059,726,5.0
225,101,3.0
276,614,4.0
222,921,5.0
343,557,4.0
242,733,4.0
124,50,1.0
678,206,1.0
687,630,3.0
483,178,4.0
708,18,3.0
1197,434,5.0
132,474,4.0
827,320,4.0
265,654,5.0
175,49,5.0
643,914,4.0
155,286,4.0
307,787,4.0
19,585,3.0
191,913,5.0
732,786,4.0
554,798,2.0
685,931,4.0
508,643,4.0
844,663,2.0
230,7,3.0
1103,561,4.0
56,387,5.0
694,639,5.0
742,274,4.0
328,43,4.0
288,750,4.0
1089,680,2.0
32,7,4.0
97,374,5.0
284,256,4.0
382,380,3.0
258,201,2.0
678,549,3.0
1,97,4.0
582,80,3.0
327,35,3.0
202,394,5.0
604,391,4.0
89,495,3.0
289,323,2.0
89,249,5.0
347,669,3.0
755,506,4.0
1,151,5.0
9,311,4.0
273,693,3.0
327,190,2.0
855,622,3.0
869,279,1.0
449,158,2.0
192,405,5.0
301,416,5.0
94,18,3.0
276,894,5.0
382,435,3.0
340,529,1.0
64,705,5.0
619,758,4.0
